subject_id	subject_label	predicate_id	object_id	mapping_justification	confidence	comment
OMIM:253280		owl:equivalentClass	MONDO:0009667	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:248200		owl:equivalentClass	MONDO:0009549	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:2479		owl:equivalentClass	MONDO:0009577	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:2065		owl:equivalentClass	MONDO:0009627	semapv:UnspecifiedMatching		UNIQUE_2
DOID:13658		owl:equivalentClass	MONDO:0001771	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:608852		owl:equivalentClass	MONDO:0012140	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:178338		owl:equivalentClass	MONDO:0015797	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:98671		owl:equivalentClass	MONDO:0020249	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:398173		owl:equivalentClass	MONDO:0013996	semapv:UnspecifiedMatching		UNIQUE_2
DOID:9972		owl:equivalentClass	MONDO:0006798	semapv:UnspecifiedMatching		UNIQUE_2
DOID:3486		owl:equivalentClass	MONDO:0006583	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:108950		owl:equivalentClass	MONDO:0007174	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0050914		owl:equivalentClass	MONDO:0005484	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:122780		owl:equivalentClass	MONDO:0007392	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0110002		owl:equivalentClass	MONDO:0009610	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:276198		owl:equivalentClass	MONDO:0013594	semapv:UnspecifiedMatching		UNIQUE_2
DOID:13254		owl:equivalentClass	MONDO:0001674	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:618578		owl:equivalentClass	MONDO:0032821	semapv:UnspecifiedMatching		UNIQUE_2
DOID:14096		owl:equivalentClass	MONDO:0001877	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:612416		owl:equivalentClass	MONDO:0012897	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:601675		owl:equivalentClass	MONDO:0011125	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:613792		owl:equivalentClass	MONDO:0013424	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0080633		owl:equivalentClass	MONDO:0008913	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0111028		owl:equivalentClass	MONDO:0011631	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:616920		owl:equivalentClass	MONDO:0014833	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:264450		owl:equivalentClass	MONDO:0017013	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:1995		owl:equivalentClass	MONDO:0016051	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:131430		owl:equivalentClass	MONDO:0007545	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:1683		owl:equivalentClass	MONDO:0007465	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:605990		owl:equivalentClass	MONDO:0011622	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:2547		owl:equivalentClass	MONDO:0043143	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:97252		owl:equivalentClass	MONDO:0019953	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:383		owl:equivalentClass	MONDO:0010576	semapv:UnspecifiedMatching		UNIQUE_2
DOID:5032		owl:equivalentClass	MONDO:0003249	semapv:UnspecifiedMatching		UNIQUE_2
OMIMPS:PS208150		owl:equivalentClass	MONDO:0008824	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:391504		owl:equivalentClass	MONDO:0018326	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:610262		owl:equivalentClass	MONDO:0012459	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:325351		owl:equivalentClass	MONDO:0017969	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:303100		owl:equivalentClass	MONDO:0010557	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0050867		owl:equivalentClass	MONDO:0000501	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:572333		owl:equivalentClass	MONDO:0035521	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:2196		owl:equivalentClass	MONDO:0009548	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:213980		owl:equivalentClass	MONDO:0008952	semapv:UnspecifiedMatching		UNIQUE_2
DOID:5560		owl:equivalentClass	MONDO:0003512	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:319589		owl:equivalentClass	MONDO:0017903	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:619052		owl:equivalentClass	MONDO:0033638	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:86849		owl:equivalentClass	MONDO:0019458	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:248361		owl:equivalentClass	MONDO:0016633	semapv:UnspecifiedMatching		UNIQUE_2
DOID:863		owl:equivalentClass	MONDO:0005071	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:247685		owl:equivalentClass	MONDO:0016607	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:79076		owl:equivalentClass	MONDO:0019190	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:261831		owl:equivalentClass	MONDO:0016879	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:352490		owl:equivalentClass	MONDO:0014361	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:308950		owl:equivalentClass	MONDO:0010642	semapv:UnspecifiedMatching		UNIQUE_2
OMIMPS:PS610542		owl:equivalentClass	MONDO:0000182	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:592570		owl:equivalentClass	MONDO:0035661	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:443988		owl:equivalentClass	MONDO:0009063	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:98717		owl:equivalentClass	MONDO:0020285	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0060163		owl:equivalentClass	MONDO:0000690	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:352540		owl:equivalentClass	MONDO:0018124	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:137750		owl:equivalentClass	MONDO:0007664	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:295057		owl:equivalentClass	MONDO:0017480	semapv:UnspecifiedMatching		UNIQUE_2
DOID:13406		owl:equivalentClass	MONDO:0001708	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:1915		owl:equivalentClass	MONDO:0016011	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:608173		owl:equivalentClass	MONDO:0011980	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:2866		owl:equivalentClass	MONDO:0017316	semapv:UnspecifiedMatching		UNIQUE_2
OMIMPS:PS167250		owl:equivalentClass	MONDO:0005382	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:97593		owl:equivalentClass	MONDO:0019992	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:178995		owl:equivalentClass	MONDO:0008353	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:90024		owl:equivalentClass	MONDO:0012541	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:606812		owl:equivalentClass	MONDO:0011730	semapv:UnspecifiedMatching		UNIQUE_2
DOID:2926		owl:equivalentClass	MONDO:0007864	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:209900		owl:equivalentClass	MONDO:0008854	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:85273		owl:equivalentClass	MONDO:0010285	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:261806		owl:equivalentClass	MONDO:0016874	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:185750		owl:equivalentClass	MONDO:0008510	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:3191		owl:equivalentClass	MONDO:0010082	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:399391		owl:equivalentClass	MONDO:0018385	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:213300		owl:equivalentClass	MONDO:0008944	semapv:UnspecifiedMatching		UNIQUE_2
DOID:1398		owl:equivalentClass	MONDO:0005135	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:262758		owl:equivalentClass	MONDO:0016945	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:617827		owl:equivalentClass	MONDO:0044725	semapv:UnspecifiedMatching		UNIQUE_2
DOID:14272		owl:equivalentClass	MONDO:0001931	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:618660		owl:equivalentClass	MONDO:0019531	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:314911		owl:equivalentClass	MONDO:0017830	semapv:UnspecifiedMatching		UNIQUE_2
DOID:2745		owl:equivalentClass	MONDO:0002411	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:236130		owl:equivalentClass	MONDO:0009351	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:3392		owl:equivalentClass	MONDO:0018077	semapv:UnspecifiedMatching		UNIQUE_2
OMIMPS:PS156610		owl:equivalentClass	MONDO:0000204	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:217601		owl:equivalentClass	MONDO:0016332	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:93277		owl:equivalentClass	MONDO:0019665	semapv:UnspecifiedMatching		UNIQUE_2
DOID:4374		owl:equivalentClass	MONDO:0006972	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0070019		owl:equivalentClass	MONDO:0013520	semapv:UnspecifiedMatching		UNIQUE_2
DOID:1143		owl:equivalentClass	MONDO:0001286	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:117210		owl:equivalentClass	MONDO:0007296	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0050848		owl:equivalentClass	MONDO:0007147	semapv:UnspecifiedMatching		UNIQUE_2
DOID:12360		owl:equivalentClass	MONDO:0001510	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:143465		owl:equivalentClass	MONDO:0007743	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:293199		owl:equivalentClass	MONDO:0017386	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:602554		owl:equivalentClass	MONDO:0011249	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:98657		owl:equivalentClass	MONDO:0020238	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:614963		owl:equivalentClass	MONDO:0013992	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:619304		owl:equivalentClass	MONDO:0030261	semapv:UnspecifiedMatching		UNIQUE_2
DOID:4989		owl:equivalentClass	MONDO:0004982	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:125900		owl:equivalentClass	MONDO:0007457	semapv:UnspecifiedMatching		UNIQUE_2
DOID:12239		owl:equivalentClass	MONDO:0001470	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:935		owl:equivalentClass	MONDO:0008704	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:1228		owl:equivalentClass	MONDO:0007185	semapv:UnspecifiedMatching		UNIQUE_2
DOID:1637		owl:equivalentClass	MONDO:0002064	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:85443		owl:equivalentClass	MONDO:0019438	semapv:UnspecifiedMatching		UNIQUE_2
DOID:13200		owl:equivalentClass	MONDO:0006986	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:157808		owl:equivalentClass	MONDO:0015525	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:35708		owl:equivalentClass	MONDO:0012084	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:177735		owl:equivalentClass	MONDO:0008329	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:300455		owl:equivalentClass	MONDO:0010330	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:166282		owl:equivalentClass	MONDO:0012061	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0060352		owl:equivalentClass	MONDO:0012455	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:300857		owl:equivalentClass	MONDO:0010459	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:163649		owl:equivalentClass	MONDO:0011261	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0070128		owl:equivalentClass	MONDO:0013757	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:99324		owl:equivalentClass	MONDO:0020468	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:93274		owl:equivalentClass	MONDO:0008547	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0050681		owl:equivalentClass	MONDO:0010537	semapv:UnspecifiedMatching		UNIQUE_2
DOID:11086		owl:equivalentClass	MONDO:0001193	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:300322		owl:equivalentClass	MONDO:0010298	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:606054		owl:equivalentClass	MONDO:0011628	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:254000		owl:equivalentClass	MONDO:0009680	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0110276		owl:equivalentClass	MONDO:0009676	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:2316		owl:equivalentClass	MONDO:0007837	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:261579		owl:equivalentClass	MONDO:0016859	semapv:UnspecifiedMatching		UNIQUE_2
DOID:7474		owl:equivalentClass	MONDO:0005112	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:243150		owl:equivalentClass	MONDO:0800030	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:220600		owl:equivalentClass	MONDO:0009080	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0110482		owl:equivalentClass	MONDO:0012602	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0110470		owl:equivalentClass	MONDO:0011160	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:153840		owl:equivalentClass	MONDO:0007933	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:608363		owl:equivalentClass	MONDO:0012020	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:230450		owl:equivalentClass	MONDO:0009259	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:438075		owl:equivalentClass	MONDO:0014490	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:106250		owl:equivalentClass	MONDO:0007123	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:2233		owl:equivalentClass	MONDO:0016385	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:300942		owl:equivalentClass	MONDO:0010491	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:180176		owl:equivalentClass	MONDO:0007237	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:301025		owl:equivalentClass	MONDO:0026724	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:242600		owl:equivalentClass	MONDO:0009448	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0110857		owl:equivalentClass	MONDO:0012200	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0060518		owl:equivalentClass	MONDO:0000793	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:590		owl:equivalentClass	MONDO:0018940	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0050339		owl:equivalentClass	MONDO:0000315	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:199306		owl:equivalentClass	MONDO:0016044	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0110025		owl:equivalentClass	MONDO:0014189	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:3424		owl:equivalentClass	MONDO:0010925	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:301059		owl:equivalentClass	MONDO:0025354	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:251355		owl:equivalentClass	MONDO:0016667	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:618974		owl:equivalentClass	MONDO:0033547	semapv:UnspecifiedMatching		UNIQUE_2
DOID:12236		owl:equivalentClass	MONDO:0005388	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0060836		owl:equivalentClass	MONDO:0013130	semapv:UnspecifiedMatching		UNIQUE_2
DOID:6239		owl:equivalentClass	MONDO:0003822	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0050438		owl:equivalentClass	MONDO:0007635	semapv:UnspecifiedMatching		UNIQUE_2
DOID:1343		owl:equivalentClass	MONDO:0005297	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:182061		owl:equivalentClass	MONDO:0015915	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:614327		owl:equivalentClass	MONDO:0013692	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0080530		owl:equivalentClass	MONDO:0007377	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:156500		owl:equivalentClass	MONDO:0007983	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:1941		owl:equivalentClass	MONDO:0011876	semapv:UnspecifiedMatching		UNIQUE_2
DOID:4868		owl:equivalentClass	MONDO:0003177	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:199340		owl:equivalentClass	MONDO:0013061	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0080588		owl:equivalentClass	MONDO:0013290	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:91130		owl:equivalentClass	MONDO:0012557	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:721		owl:equivalentClass	MONDO:0007686	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:234800		owl:equivalentClass	MONDO:0009328	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:613987		owl:equivalentClass	MONDO:0013519	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:833		owl:equivalentClass	MONDO:0019358	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:225050		owl:equivalentClass	MONDO:0009150	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:93622		owl:equivalentClass	MONDO:0010225	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:612447		owl:equivalentClass	MONDO:0012909	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:1529		owl:equivalentClass	MONDO:0007395	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:238600		owl:equivalentClass	MONDO:0009387	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:620028		owl:equivalentClass	MONDO:0031052	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:228930		owl:equivalentClass	MONDO:0009232	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:312612		owl:equivalentClass	MONDO:0000910	semapv:UnspecifiedMatching		UNIQUE_2
OMIMPS:PS237450		owl:equivalentClass	MONDO:0002408	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0060887		owl:equivalentClass	MONDO:0011230	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:616756		owl:equivalentClass	MONDO:0014764	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:2825		owl:equivalentClass	MONDO:0010867	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:514980		owl:equivalentClass	MONDO:0034901	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:615476		owl:equivalentClass	MONDO:0014201	semapv:UnspecifiedMatching		UNIQUE_2
OMIMPS:PS249500		owl:equivalentClass	MONDO:0019502	semapv:UnspecifiedMatching		UNIQUE_2
DOID:5958		owl:equivalentClass	MONDO:0003715	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0111663		owl:equivalentClass	MONDO:0007509	semapv:UnspecifiedMatching		UNIQUE_2
DOID:2449		owl:equivalentClass	MONDO:0019933	semapv:UnspecifiedMatching		UNIQUE_2
DOID:11905		owl:equivalentClass	MONDO:0001403	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:606640		owl:equivalentClass	MONDO:0011691	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:619693		owl:equivalentClass	MONDO:0030519	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:213741		owl:equivalentClass	MONDO:0016271	semapv:UnspecifiedMatching		UNIQUE_2
DOID:3891		owl:equivalentClass	MONDO:0005919	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:101977		owl:equivalentClass	MONDO:0015132	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:585929		owl:equivalentClass	MONDO:0035942	semapv:UnspecifiedMatching		UNIQUE_2
DOID:12714		owl:equivalentClass	MONDO:0009162	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:401996		owl:equivalentClass	MONDO:0013898	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:69061		owl:equivalentClass	MONDO:0019067	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:609541		owl:equivalentClass	MONDO:0012297	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:163903		owl:equivalentClass	MONDO:0015591	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:182400		owl:equivalentClass	MONDO:0008435	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:66624		owl:equivalentClass	MONDO:0019020	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:608629		owl:equivalentClass	MONDO:0012078	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:98976		owl:equivalentClass	MONDO:0009277	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:247511		owl:equivalentClass	MONDO:0016599	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:99981		owl:equivalentClass	MONDO:0020567	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:614375		owl:equivalentClass	MONDO:0013716	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:391384		owl:equivalentClass	MONDO:0018319	semapv:UnspecifiedMatching		UNIQUE_2
DOID:8635		owl:equivalentClass	MONDO:0004624	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:330050		owl:equivalentClass	MONDO:0013726	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:608030		owl:equivalentClass	MONDO:0011951	semapv:UnspecifiedMatching		UNIQUE_2
DOID:4671		owl:equivalentClass	MONDO:0006762	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:603956		owl:equivalentClass	MONDO:0002974	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:1358		owl:equivalentClass	MONDO:0009700	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:615934		owl:equivalentClass	MONDO:0014405	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:209199		owl:equivalentClass	MONDO:0016199	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:567502		owl:equivalentClass	MONDO:0035454	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0111245		owl:equivalentClass	MONDO:0008923	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:614224		owl:equivalentClass	MONDO:0013640	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:126700		owl:equivalentClass	MONDO:0007472	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:601407		owl:equivalentClass	MONDO:0011072	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:613451		owl:equivalentClass	MONDO:0013268	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:618451		owl:equivalentClass	MONDO:0032758	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:2686		owl:equivalentClass	MONDO:0008090	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:363727		owl:equivalentClass	MONDO:0010444	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:208910		owl:equivalentClass	MONDO:0008841	semapv:UnspecifiedMatching		UNIQUE_2
DOID:2444		owl:equivalentClass	MONDO:0006793	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:209335		owl:equivalentClass	MONDO:0008453	semapv:UnspecifiedMatching		UNIQUE_2
DOID:14423		owl:equivalentClass	MONDO:0016372	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:300115		owl:equivalentClass	MONDO:0010251	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:84142		owl:equivalentClass	MONDO:0019399	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:203600		owl:equivalentClass	MONDO:0008755	semapv:UnspecifiedMatching		UNIQUE_2
DOID:1360		owl:equivalentClass	MONDO:0001756	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:91546		owl:equivalentClass	MONDO:0019632	semapv:UnspecifiedMatching		UNIQUE_2
DOID:5551		owl:equivalentClass	MONDO:0003508	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:615122		owl:equivalentClass	MONDO:0014054	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:619004		owl:equivalentClass	MONDO:0033561	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:601885		owl:equivalentClass	MONDO:0011162	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:601399		owl:equivalentClass	MONDO:0100083	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0110877		owl:equivalentClass	MONDO:0013642	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:617049		owl:equivalentClass	MONDO:0014884	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:2572		owl:equivalentClass	MONDO:0010064	semapv:UnspecifiedMatching		UNIQUE_2
DOID:3620		owl:equivalentClass	MONDO:0002714	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:600628		owl:equivalentClass	MONDO:0010908	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:2019		owl:equivalentClass	MONDO:0009221	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:275200		owl:equivalentClass	MONDO:0010142	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:314613		owl:equivalentClass	MONDO:0017807	semapv:UnspecifiedMatching		UNIQUE_2
DOID:10044		owl:equivalentClass	MONDO:0000929	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:619191		owl:equivalentClass	MONDO:0030936	semapv:UnspecifiedMatching		UNIQUE_2
DOID:13046		owl:equivalentClass	MONDO:0001624	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:301015		owl:equivalentClass	MONDO:0060455	semapv:UnspecifiedMatching		UNIQUE_2
DOID:1570		owl:equivalentClass	MONDO:0002043	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0110749		owl:equivalentClass	MONDO:0011168	semapv:UnspecifiedMatching		UNIQUE_2
DOID:2388		owl:equivalentClass	MONDO:0002286	semapv:UnspecifiedMatching		UNIQUE_2
DOID:7602		owl:equivalentClass	MONDO:0002631	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0111531		owl:equivalentClass	MONDO:0008136	semapv:UnspecifiedMatching		UNIQUE_2
DOID:8757		owl:equivalentClass	MONDO:0007652	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:619793		owl:equivalentClass	MONDO:0030781	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:166990		owl:equivalentClass	MONDO:0008169	semapv:UnspecifiedMatching		UNIQUE_2
DOID:10699		owl:equivalentClass	MONDO:0005895	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:319298		owl:equivalentClass	MONDO:0017884	semapv:UnspecifiedMatching		UNIQUE_2
DOID:5861		owl:equivalentClass	MONDO:0003681	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:166900		owl:equivalentClass	MONDO:0008165	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:608448		owl:equivalentClass	MONDO:0012040	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:608203		owl:equivalentClass	MONDO:0011988	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:329329		owl:equivalentClass	MONDO:0012462	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0111135		owl:equivalentClass	MONDO:0012071	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:2442		owl:equivalentClass	MONDO:0010627	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:90285		owl:equivalentClass	MONDO:0019561	semapv:UnspecifiedMatching		UNIQUE_2
