subject_id	subject_label	predicate_id	object_id	mapping_justification	confidence	comment
DOID:8352		owl:equivalentClass	MONDO:0004539	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0111477		owl:equivalentClass	MONDO:0013986	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:79483		owl:equivalentClass	MONDO:0019325	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:304730		owl:equivalentClass	MONDO:0010579	semapv:UnspecifiedMatching		UNIQUE_2
DOID:1114		owl:equivalentClass	MONDO:0001204	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:90041		owl:equivalentClass	MONDO:0019538	semapv:UnspecifiedMatching		UNIQUE_2
DOID:6564		owl:equivalentClass	MONDO:0003926	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:136200		owl:equivalentClass	MONDO:0007623	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0111035		owl:equivalentClass	MONDO:0000914	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:265450		owl:equivalentClass	MONDO:0020713	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:269150		owl:equivalentClass	MONDO:0010010	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:409		owl:equivalentClass	MONDO:0007756	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:612462		owl:equivalentClass	MONDO:0012911	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0070259		owl:equivalentClass	MONDO:0012637	semapv:UnspecifiedMatching		UNIQUE_2
DOID:4514		owl:equivalentClass	MONDO:0003027	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:300047		owl:equivalentClass	MONDO:0010231	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:309585		owl:equivalentClass	MONDO:0010665	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:108800		owl:equivalentClass	MONDO:0007172	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:207060		owl:equivalentClass	MONDO:0016141	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:325537		owl:equivalentClass	MONDO:0017974	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:217563		owl:equivalentClass	MONDO:0009929	semapv:UnspecifiedMatching		UNIQUE_2
DOID:7213		owl:equivalentClass	MONDO:0004146	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:447974		owl:equivalentClass	MONDO:0014689	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0070229		owl:equivalentClass	MONDO:0013995	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:98695		owl:equivalentClass	MONDO:0020265	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:607339		owl:equivalentClass	MONDO:0011817	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:618249		owl:equivalentClass	MONDO:0032632	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0111673		owl:equivalentClass	MONDO:0019407	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:619301		owl:equivalentClass	MONDO:0030258	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:618152		owl:equivalentClass	MONDO:0029147	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:608380		owl:equivalentClass	MONDO:0012024	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:97231		owl:equivalentClass	MONDO:0019946	semapv:UnspecifiedMatching		UNIQUE_2
DOID:11813		owl:equivalentClass	MONDO:0001375	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0050352		owl:equivalentClass	MONDO:0016453	semapv:UnspecifiedMatching		UNIQUE_2
DOID:8778		owl:equivalentClass	MONDO:0005011	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0050487		owl:equivalentClass	MONDO:0006528	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:90002		owl:equivalentClass	MONDO:0019527	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:615896		owl:equivalentClass	MONDO:0014390	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:905		owl:equivalentClass	MONDO:0010200	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:601816		owl:equivalentClass	MONDO:0044270	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0111162		owl:equivalentClass	MONDO:0008093	semapv:UnspecifiedMatching		UNIQUE_2
DOID:13295		owl:equivalentClass	MONDO:0001679	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:280068		owl:equivalentClass	MONDO:0017217	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0111319		owl:equivalentClass	MONDO:0012338	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:608787		owl:equivalentClass	MONDO:0012121	semapv:UnspecifiedMatching		UNIQUE_2
DOID:8419		owl:equivalentClass	MONDO:0004558	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:614820		owl:equivalentClass	MONDO:0013900	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:276		owl:equivalentClass	MONDO:0010315	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:614196		owl:equivalentClass	MONDO:0013619	semapv:UnspecifiedMatching		UNIQUE_2
DOID:4154		owl:equivalentClass	MONDO:0018849	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:289499		owl:equivalentClass	MONDO:0010015	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:603119		owl:equivalentClass	MONDO:0011289	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:612936		owl:equivalentClass	MONDO:0013048	semapv:UnspecifiedMatching		UNIQUE_2
DOID:7609		owl:equivalentClass	MONDO:0004303	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:618379		owl:equivalentClass	MONDO:0034106	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:309458		owl:equivalentClass	MONDO:0017743	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:614256		owl:equivalentClass	MONDO:0013657	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:300856		owl:equivalentClass	MONDO:0010458	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:212360		owl:equivalentClass	MONDO:0008923	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0060151		owl:equivalentClass	MONDO:0000681	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:312920		owl:equivalentClass	MONDO:0010733	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:494348		owl:equivalentClass	MONDO:0044631	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:2956		owl:equivalentClass	MONDO:0017568	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:224300		owl:equivalentClass	MONDO:0009138	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:64744		owl:equivalentClass	MONDO:0018992	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:278300		owl:equivalentClass	MONDO:0010209	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:601492		owl:equivalentClass	MONDO:0011093	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:300928		owl:equivalentClass	MONDO:0010489	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0110390		owl:equivalentClass	MONDO:0008377	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:618155		owl:equivalentClass	MONDO:0032565	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:166710		owl:equivalentClass	MONDO:0005298	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0060206		owl:equivalentClass	MONDO:0010459	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:250300		owl:equivalentClass	MONDO:0009596	semapv:UnspecifiedMatching		UNIQUE_2
DOID:9153		owl:equivalentClass	MONDO:0004720	semapv:UnspecifiedMatching		UNIQUE_2
DOID:9042		owl:equivalentClass	MONDO:0004701	semapv:UnspecifiedMatching		UNIQUE_2
DOID:2048		owl:equivalentClass	MONDO:0016264	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:615237		owl:equivalentClass	MONDO:0020718	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:1643		owl:equivalentClass	MONDO:0015606	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:101085		owl:equivalentClass	MONDO:0011902	semapv:UnspecifiedMatching		UNIQUE_2
DOID:11996		owl:equivalentClass	MONDO:0008541	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:212720		owl:equivalentClass	MONDO:8000008	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0070192		owl:equivalentClass	MONDO:0009309	semapv:UnspecifiedMatching		UNIQUE_2
DOID:6707		owl:equivalentClass	MONDO:0016757	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:98434		owl:equivalentClass	MONDO:0010187	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:99088		owl:equivalentClass	MONDO:0020424	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:183900		owl:equivalentClass	MONDO:0008471	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:613392		owl:equivalentClass	MONDO:0013250	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:167000		owl:equivalentClass	MONDO:0008170	semapv:UnspecifiedMatching		UNIQUE_2
DOID:14702		owl:equivalentClass	MONDO:0007029	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0080167		owl:equivalentClass	MONDO:0000884	semapv:UnspecifiedMatching		UNIQUE_2
DOID:2817		owl:equivalentClass	MONDO:0002435	semapv:UnspecifiedMatching		UNIQUE_2
DOID:9936		owl:equivalentClass	MONDO:0004924	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:411515		owl:equivalentClass	MONDO:0018462	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0110061		owl:equivalentClass	MONDO:0013181	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:607087		owl:equivalentClass	MONDO:0011770	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:618031		owl:equivalentClass	MONDO:0054832	semapv:UnspecifiedMatching		UNIQUE_2
DOID:5568		owl:equivalentClass	MONDO:0003518	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:79365		owl:equivalentClass	MONDO:0019280	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:603587		owl:equivalentClass	MONDO:0011343	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:615948		owl:equivalentClass	MONDO:0014413	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:617439		owl:equivalentClass	MONDO:0044315	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:458763		owl:equivalentClass	MONDO:0018713	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:617914		owl:equivalentClass	MONDO:0054761	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0060592		owl:equivalentClass	MONDO:0000814	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:606690		owl:equivalentClass	MONDO:0011705	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:609258		owl:equivalentClass	MONDO:0012229	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:168583		owl:equivalentClass	MONDO:0011497	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:278780		owl:equivalentClass	MONDO:0010216	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:295132		owl:equivalentClass	MONDO:0017517	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:614188		owl:equivalentClass	MONDO:0013615	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0050932		owl:equivalentClass	MONDO:0005616	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:127400		owl:equivalentClass	MONDO:0007483	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0110925		owl:equivalentClass	MONDO:0013135	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0060350		owl:equivalentClass	MONDO:0013869	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:3027		owl:equivalentClass	MONDO:0017607	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:166463		owl:equivalentClass	MONDO:0015650	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:439737		owl:equivalentClass	MONDO:0018593	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:100984		owl:equivalentClass	MONDO:0008437	semapv:UnspecifiedMatching		UNIQUE_2
DOID:14006		owl:equivalentClass	MONDO:0001856	semapv:UnspecifiedMatching		UNIQUE_2
DOID:4346		owl:equivalentClass	MONDO:0008297	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:613811		owl:equivalentClass	MONDO:0013438	semapv:UnspecifiedMatching		UNIQUE_2
OMIMPS:PS212093		owl:equivalentClass	MONDO:0031323	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:1899		owl:equivalentClass	MONDO:0007525	semapv:UnspecifiedMatching		UNIQUE_2
DOID:10017		owl:equivalentClass	MONDO:0007540	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0111155		owl:equivalentClass	MONDO:0014744	semapv:UnspecifiedMatching		UNIQUE_2
DOID:3861		owl:equivalentClass	MONDO:0006300	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:86854		owl:equivalentClass	MONDO:0019462	semapv:UnspecifiedMatching		UNIQUE_2
DOID:4617		owl:equivalentClass	MONDO:0006897	semapv:UnspecifiedMatching		UNIQUE_2
DOID:2431		owl:equivalentClass	MONDO:0018327	semapv:UnspecifiedMatching		UNIQUE_2
DOID:11723		owl:equivalentClass	MONDO:0010679	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0080123		owl:equivalentClass	MONDO:0013350	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:98894		owl:equivalentClass	MONDO:0012138	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:481152		owl:equivalentClass	MONDO:0018825	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0060277		owl:equivalentClass	MONDO:0013990	semapv:UnspecifiedMatching		UNIQUE_2
DOID:5287		owl:equivalentClass	MONDO:0003373	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:113		owl:equivalentClass	MONDO:0010535	semapv:UnspecifiedMatching		UNIQUE_2
DOID:12445		owl:equivalentClass	MONDO:0001527	semapv:UnspecifiedMatching		UNIQUE_2
DOID:3873		owl:equivalentClass	MONDO:0002799	semapv:UnspecifiedMatching		UNIQUE_2
DOID:780		owl:equivalentClass	MONDO:0005917	semapv:UnspecifiedMatching		UNIQUE_2
DOID:5638		owl:equivalentClass	MONDO:0003561	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:611804		owl:equivalentClass	MONDO:0012731	semapv:UnspecifiedMatching		UNIQUE_2
DOID:6037		owl:equivalentClass	MONDO:0003744	semapv:UnspecifiedMatching		UNIQUE_2
DOID:656		owl:equivalentClass	MONDO:0003924	semapv:UnspecifiedMatching		UNIQUE_2
DOID:11726		owl:equivalentClass	MONDO:0016830	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:295205		owl:equivalentClass	MONDO:0017548	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:265140		owl:equivalentClass	MONDO:0009930	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:95510		owl:equivalentClass	MONDO:0019837	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:476096		owl:equivalentClass	MONDO:0018774	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:116920		owl:equivalentClass	MONDO:0007293	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:251300		owl:equivalentClass	MONDO:0033005	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:111750		owl:equivalentClass	MONDO:0020621	semapv:UnspecifiedMatching		UNIQUE_2
DOID:4796		owl:equivalentClass	MONDO:0003147	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0111255		owl:equivalentClass	MONDO:0009367	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:261893		owl:equivalentClass	MONDO:0016887	semapv:UnspecifiedMatching		UNIQUE_2
DOID:7041		owl:equivalentClass	MONDO:0004085	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:90652		owl:equivalentClass	MONDO:0010571	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:605850		owl:equivalentClass	MONDO:0011610	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:613424		owl:equivalentClass	MONDO:0013261	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0050201		owl:equivalentClass	MONDO:0000284	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0080583		owl:equivalentClass	MONDO:0010800	semapv:UnspecifiedMatching		UNIQUE_2
DOID:7169		owl:equivalentClass	MONDO:0004128	semapv:UnspecifiedMatching		UNIQUE_2
DOID:9908		owl:equivalentClass	MONDO:0004917	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:605192		owl:equivalentClass	MONDO:0011519	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:300354		owl:equivalentClass	MONDO:0010306	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:113000		owl:equivalentClass	MONDO:0007220	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:605400		owl:equivalentClass	MONDO:0011550	semapv:UnspecifiedMatching		UNIQUE_2
DOID:3480		owl:equivalentClass	MONDO:0002661	semapv:UnspecifiedMatching		UNIQUE_2
DOID:8187		owl:equivalentClass	MONDO:0004490	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:268826		owl:equivalentClass	MONDO:0017081	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:37559		owl:equivalentClass	MONDO:0018302	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0040086		owl:equivalentClass	MONDO:0022529	semapv:UnspecifiedMatching		UNIQUE_2
DOID:8058		owl:equivalentClass	MONDO:0004447	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:164300		owl:equivalentClass	MONDO:0008116	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0070072		owl:equivalentClass	MONDO:0014855	semapv:UnspecifiedMatching		UNIQUE_2
DOID:11428		owl:equivalentClass	MONDO:0001284	semapv:UnspecifiedMatching		UNIQUE_2
DOID:2368		owl:equivalentClass	MONDO:0017719	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:260950		owl:equivalentClass	MONDO:0009850	semapv:UnspecifiedMatching		UNIQUE_2
DOID:2211		owl:equivalentClass	MONDO:0018029	semapv:UnspecifiedMatching		UNIQUE_2
DOID:9537		owl:equivalentClass	MONDO:0005820	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:3086		owl:equivalentClass	MONDO:0008662	semapv:UnspecifiedMatching		UNIQUE_2
DOID:3950		owl:equivalentClass	MONDO:0002814	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:603194		owl:equivalentClass	MONDO:0011296	semapv:UnspecifiedMatching		UNIQUE_2
DOID:10399		owl:equivalentClass	MONDO:0001025	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:146200		owl:equivalentClass	MONDO:0007796	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:2771		owl:equivalentClass	MONDO:0017195	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:155755		owl:equivalentClass	MONDO:0007967	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:618655		owl:equivalentClass	MONDO:0032853	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:616158		owl:equivalentClass	MONDO:0014512	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:98085		owl:equivalentClass	MONDO:0020040	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:275837		owl:equivalentClass	MONDO:0017157	semapv:UnspecifiedMatching		UNIQUE_2
DOID:12894		owl:equivalentClass	MONDO:0010030	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0110827		owl:equivalentClass	MONDO:0016484	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0111690		owl:equivalentClass	MONDO:0010985	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:618513		owl:equivalentClass	MONDO:0032794	semapv:UnspecifiedMatching		UNIQUE_2
DOID:2366		owl:equivalentClass	MONDO:0002282	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:619263		owl:equivalentClass	MONDO:0031008	semapv:UnspecifiedMatching		UNIQUE_2
DOID:3463		owl:equivalentClass	MONDO:0002657	semapv:UnspecifiedMatching		UNIQUE_2
DOID:4768		owl:equivalentClass	MONDO:0003129	semapv:UnspecifiedMatching		UNIQUE_2
OMIMPS:PS607426		owl:equivalentClass	MONDO:0018151	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:608470		owl:equivalentClass	MONDO:0012043	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0110854		owl:equivalentClass	MONDO:0014743	semapv:UnspecifiedMatching		UNIQUE_2
DOID:10835		owl:equivalentClass	MONDO:0001136	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:122		owl:equivalentClass	MONDO:0007607	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:619755		owl:equivalentClass	MONDO:0030684	semapv:UnspecifiedMatching		UNIQUE_2
DOID:2816		owl:equivalentClass	MONDO:0002434	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:613067		owl:equivalentClass	MONDO:0013109	semapv:UnspecifiedMatching		UNIQUE_2
DOID:11968		owl:equivalentClass	MONDO:0001410	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0080454		owl:equivalentClass	MONDO:0014917	semapv:UnspecifiedMatching		UNIQUE_2
DOID:3723		owl:equivalentClass	MONDO:0002756	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:310370		owl:equivalentClass	MONDO:0010682	semapv:UnspecifiedMatching		UNIQUE_2
DOID:6726		owl:equivalentClass	MONDO:0016688	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:189100		owl:equivalentClass	MONDO:0008577	semapv:UnspecifiedMatching		UNIQUE_2
DOID:778		owl:equivalentClass	MONDO:0004359	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:192430		owl:equivalentClass	MONDO:0008644	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:612576		owl:equivalentClass	MONDO:0012944	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0111680		owl:equivalentClass	MONDO:0009252	semapv:UnspecifiedMatching		UNIQUE_2
DOID:14798		owl:equivalentClass	MONDO:0017194	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:280917		owl:equivalentClass	MONDO:0017257	semapv:UnspecifiedMatching		UNIQUE_2
DOID:367		owl:equivalentClass	MONDO:0002727	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:312863		owl:equivalentClass	MONDO:0010730	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:352582		owl:equivalentClass	MONDO:0011506	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:615010		owl:equivalentClass	MONDO:0014007	semapv:UnspecifiedMatching		UNIQUE_2
DOID:9339		owl:equivalentClass	MONDO:0004760	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:608279		owl:equivalentClass	MONDO:0012006	semapv:UnspecifiedMatching		UNIQUE_2
OMIMPS:PS602483		owl:equivalentClass	MONDO:0000107	semapv:UnspecifiedMatching		UNIQUE_2
DOID:8508		owl:equivalentClass	MONDO:0006614	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:612345		owl:equivalentClass	MONDO:0012870	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0060695		owl:equivalentClass	MONDO:0021022	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:304340		owl:equivalentClass	MONDO:0010574	semapv:UnspecifiedMatching		UNIQUE_2
DOID:9053		owl:equivalentClass	MONDO:0004703	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:1627		owl:equivalentClass	MONDO:0015571	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:169550		owl:equivalentClass	MONDO:0008217	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:398971		owl:equivalentClass	MONDO:0006045	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:217700		owl:equivalentClass	MONDO:0009019	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:113970		owl:equivalentClass	MONDO:0007243	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:88635		owl:equivalentClass	MONDO:0014546	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:251274		owl:equivalentClass	MONDO:0013359	semapv:UnspecifiedMatching		UNIQUE_2
DOID:3267		owl:equivalentClass	MONDO:0002583	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:619042		owl:equivalentClass	MONDO:0033621	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:614897		owl:equivalentClass	MONDO:0013961	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:1319		owl:equivalentClass	MONDO:0007249	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:245180		owl:equivalentClass	MONDO:0009497	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:150400		owl:equivalentClass	MONDO:0007881	semapv:UnspecifiedMatching		UNIQUE_2
DOID:6612		owl:equivalentClass	MONDO:0017570	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:86836		owl:equivalentClass	MONDO:0019453	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0110646		owl:equivalentClass	MONDO:0011377	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:3402		owl:equivalentClass	MONDO:0018083	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:309778		owl:equivalentClass	MONDO:0017752	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:268250		owl:equivalentClass	MONDO:0009996	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0110424		owl:equivalentClass	MONDO:0013147	semapv:UnspecifiedMatching		UNIQUE_2
DOID:4367		owl:equivalentClass	MONDO:0009025	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:601083		owl:equivalentClass	MONDO:0010990	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:619040		owl:equivalentClass	MONDO:0033620	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0080425		owl:equivalentClass	MONDO:0014949	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:147400		owl:equivalentClass	MONDO:0007826	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:1062		owl:equivalentClass	MONDO:0007116	semapv:UnspecifiedMatching		UNIQUE_2
DOID:4707		owl:equivalentClass	MONDO:0003108	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:617547		owl:equivalentClass	MONDO:0060507	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:280219		owl:equivalentClass	MONDO:0017222	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:252021		owl:equivalentClass	MONDO:0016742	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:255235		owl:equivalentClass	MONDO:0012792	semapv:UnspecifiedMatching		UNIQUE_2
DOID:2340		owl:equivalentClass	MONDO:0015469	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:2970		owl:equivalentClass	MONDO:0007032	semapv:UnspecifiedMatching		UNIQUE_2
OMIMPS:PS609698		owl:equivalentClass	MONDO:0031432	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:295101		owl:equivalentClass	MONDO:0017502	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0110492		owl:equivalentClass	MONDO:0011799	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:612230		owl:equivalentClass	MONDO:0012821	semapv:UnspecifiedMatching		UNIQUE_2
DOID:104		owl:equivalentClass	MONDO:0005113	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:155878		owl:equivalentClass	MONDO:0015479	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:601016		owl:equivalentClass	MONDO:0010980	semapv:UnspecifiedMatching		UNIQUE_2
Orphanet:64742		owl:equivalentClass	MONDO:0011014	semapv:UnspecifiedMatching		UNIQUE_2
OMIM:608776		owl:equivalentClass	MONDO:0012117	semapv:UnspecifiedMatching		UNIQUE_2
DOID:0110567		owl:equivalentClass	MONDO:0011994	semapv:UnspecifiedMatching		UNIQUE_2
